Entity,Code,Day,stay_home_requirements
Vietnam,VNM,30/06/2020,0
Vietnam,VNM,30/09/2020,2
Vietnam,VNM,31/12/2020,2
Vietnam,VNM,31/03/2021,1
Vietnam,VNM,30/06/2021,2
Vietnam,VNM,30/09/2021,0
Yemen,YEM,31/03/2020,1
Yemen,YEM,30/06/2020,2
Yemen,YEM,30/09/2020,2
Yemen,YEM,31/12/2020,2
Yemen,YEM,31/03/2021,2
Yemen,YEM,30/06/2021,2
Yemen,YEM,30/09/2021,0
Zambia,ZMB,31/03/2020,0
Zambia,ZMB,30/06/2020,0
Zambia,ZMB,30/09/2020,1
Zambia,ZMB,31/12/2020,1
Zambia,ZMB,31/03/2021,0
Zambia,ZMB,30/06/2021,0
Zambia,ZMB,30/09/2021,0
Zimbabwe,ZWE,31/03/2020,2
Zimbabwe,ZWE,30/06/2020,1
Zimbabwe,ZWE,30/09/2020,2
Zimbabwe,ZWE,31/12/2020,2
Zimbabwe,ZWE,31/03/2021,2
Zimbabwe,ZWE,30/06/2021,2
Zimbabwe,ZWE,30/09/2021,1
